Step Time(ns) rpsystem.singlet rpsystem.t0 rpsystem.tp rpsystem.tm rpsystem.identity 
1 497 0.52181 0.113437 0.175908 0.188845 1 
1 498 0.51762 0.111376 0.178806 0.192198 1 
1 499 0.514439 0.109444 0.181024 0.195093 1 
1 500 0.512129 0.10785 0.182497 0.197525 1 
1 501 0.510511 0.106803 0.18318 0.199507 1 
1 502 0.509376 0.106507 0.183047 0.20107 1 
1 503 0.508492 0.107152 0.182095 0.202261 1 
1 504 0.507614 0.108903 0.180342 0.203141 1 
1 505 0.506488 0.1119 0.17783 0.203783 1 
1 506 0.504869 0.116246 0.174619 0.204267 1 
1 507 0.502524 0.122006 0.170791 0.204678 1 
1 508 0.499249 0.129205 0.166445 0.205101 1 
1 509 0.494869 0.137821 0.16169 0.20562 1 
1 510 0.489255 0.147788 0.15665 0.206307 1 
1 511 0.482326 0.158998 0.151451 0.207226 1 
1 512 0.474054 0.171299 0.146222 0.208425 1 
1 513 0.464471 0.184502 0.141092 0.209935 1 
1 514 0.45367 0.198385 0.13618 0.211765 1 
1 515 0.441803 0.212699 0.131595 0.213904 1 
1 516 0.429078 0.227171 0.127432 0.216318 1 
1 517 0.41576 0.241518 0.12377 0.218952 1 
1 518 0.402158 0.255448 0.120665 0.221729 1 
1 519 0.388621 0.26867 0.118156 0.224553 1 
1 520 0.375529 0.280905 0.116254 0.227312 1 
1 521 0.363277 0.291887 0.114953 0.229883 1 
1 522 0.352268 0.301376 0.114222 0.232134 1 
1 523 0.342898 0.309162 0.114011 0.233929 1 
1 524 0.335545 0.315067 0.114254 0.235134 1 
1 525 0.330554 0.318955 0.114867 0.235625 1 
1 526 0.328224 0.320732 0.115758 0.235286 1 
1 527 0.328803 0.320349 0.116828 0.23402 1 
1 528 0.33247 0.317801 0.117975 0.231754 1 
1 529 0.339335 0.313131 0.119097 0.228437 1 
1 530 0.349428 0.306423 0.120102 0.224047 1 
1 531 0.362697 0.297803 0.120905 0.218595 1 
1 532 0.379008 0.287435 0.121437 0.21212 1 
1 533 0.398146 0.275515 0.121644 0.204696 1 
1 534 0.419817 0.262267 0.121492 0.196424 1 
1 535 0.443658 0.247936 0.12097 0.187436 1 
1 536 0.469242 0.232784 0.120087 0.177887 1 
1 537 0.496092 0.217081 0.118874 0.167953 1 
1 538 0.523693 0.201099 0.117383 0.157825 1 
1 539 0.551502 0.185107 0.115686 0.147705 1 
1 540 0.578969 0.169364 0.113871 0.137796 1 
1 541 0.605548 0.154112 0.112038 0.128302 1 
1 542 0.630711 0.139576 0.110297 0.119416 1 
1 543 0.65397 0.125951 0.108764 0.111316 1 
1 544 0.67488 0.113407 0.107553 0.104159 1 
1 545 0.693063 0.102083 0.106776 0.0980781 1 
1 546 0.708208 0.0920823 0.106534 0.0931757 1 
1 547 0.720088 0.0834764 0.106915 0.0895214 1 
1 548 0.728559 0.0763025 0.107989 0.08715 1 
1 549 0.733569 0.0705646 0.109806 0.0860609 1 
1 550 0.735155 0.0662354 0.112391 0.0862181 1 
1 551 0.733443 0.0632591 0.115746 0.0875519 1 
1 552 0.728642 0.0615539 0.119843 0.0899619 1 
1 553 0.721035 0.061016 0.124629 0.0933201 1 
1 554 0.710972 0.0615237 0.130028 0.0974765 1 
1 555 0.698859 0.0629417 0.135935 0.102264 1 
1 556 0.685142 0.0651259 0.142229 0.107503 1 
1 557 0.670291 0.0679278 0.14877 0.113012 1 
1 558 0.65479 0.0711994 0.155403 0.118608 1 
1 559 0.639119 0.0747972 0.161967 0.124118 1 
1 560 0.623736 0.0785868 0.168297 0.12938 1 
1 561 0.609068 0.0824465 0.174231 0.134254 1 
1 562 0.595495 0.0862703 0.179613 0.138621 1 
1 563 0.583337 0.0899709 0.184302 0.14239 1 
1 564 0.572848 0.0934817 0.188172 0.145498 1 
1 565 0.564207 0.0967579 0.191119 0.147915 1 
1 566 0.557515 0.0997777 0.193067 0.14964 1 
1 567 0.55279 0.102542 0.193964 0.150703 1 
1 568 0.549973 0.105073 0.193791 0.151163 1 
1 569 0.548927 0.107414 0.192558 0.1511 1 
1 570 0.549446 0.109628 0.190306 0.15062 1 
1 571 0.551263 0.111793 0.187104 0.149841 1 
1 572 0.554058 0.113998 0.183049 0.148895 1 
1 573 0.557475 0.116345 0.178264 0.147916 1 
1 574 0.561133 0.118938 0.172889 0.14704 1 
1 575 0.564639 0.121885 0.167081 0.146396 1 
1 576 0.567603 0.125289 0.161008 0.1461 1 
1 577 0.569656 0.129247 0.154842 0.146254 1 
1 578 0.570458 0.133846 0.148757 0.146938 1 
1 579 0.569716 0.139155 0.14292 0.148208 1 
1 580 0.567191 0.145227 0.137488 0.150094 1 
1 581 0.562708 0.152092 0.132601 0.152599 1 
1 582 0.556167 0.159757 0.12838 0.155696 1 
1 583 0.547542 0.168202 0.124924 0.159332 1 
1 584 0.536885 0.17738 0.122304 0.163431 1 
1 585 0.524328 0.187217 0.120564 0.167891 1 
1 586 0.510075 0.197612 0.11972 0.172593 1 
1 587 0.4944 0.208438 0.119759 0.177403 1 
1 588 0.47764 0.219544 0.12064 0.182176 1 
1 589 0.46018 0.230758 0.122297 0.186765 1 
1 590 0.442447 0.241889 0.124643 0.19102 1 
1 591 0.424893 0.252736 0.127571 0.1948 1 
1 592 0.407983 0.263085 0.130959 0.197973 1 
1 593 0.392182 0.272722 0.134676 0.200421 1 
1 594 0.377936 0.281432 0.138584 0.202047 1 
1 595 0.365666 0.28901 0.142548 0.202776 1 
1 596 0.355746 0.295261 0.146436 0.202557 1 
1 597 0.348501 0.300012 0.150124 0.201363 1 
1 598 0.344189 0.303109 0.153504 0.199198 1 
1 599 0.342996 0.304431 0.156485 0.196089 1 
1 600 0.345032 0.303886 0.158995 0.192088 1 
1 601 0.350325 0.301418 0.160986 0.187271 1 
1 602 0.358822 0.297012 0.162433 0.181733 1 
1 603 0.370389 0.290689 0.163335 0.175587 1 
1 604 0.384812 0.282514 0.163715 0.168958 1 
1 605 0.401811 0.272588 0.163621 0.16198 1 
1 606 0.421039 0.261054 0.163116 0.154791 1 
1 607 0.442097 0.248088 0.162286 0.14753 1 
1 608 0.464542 0.233899 0.161228 0.140331 1 
1 609 0.487904 0.218724 0.160049 0.133323 1 
1 610 0.511693 0.202823 0.158862 0.126622 1 
1 611 0.535416 0.18647 0.157782 0.120332 1 
1 612 0.55859 0.169951 0.156919 0.114541 1 
1 613 0.580751 0.153554 0.156377 0.109318 1 
1 614 0.601473 0.137563 0.156246 0.104719 1 
1 615 0.620369 0.122251 0.156602 0.100778 1 
1 616 0.637111 0.107875 0.157502 0.097512 1 
1 617 0.651428 0.0946671 0.158981 0.0949241 1 
1 618 0.663117 0.0828293 0.161053 0.0930009 1 
1 619 0.672047 0.0725306 0.163706 0.0917169 1 
1 620 0.678155 0.063902 0.166906 0.0910363 1 
1 621 0.681455 0.0570334 0.170597 0.0909149 1 
1 622 0.682024 0.0519726 0.1747 0.0913035 1 
1 623 0.680008 0.0487247 0.179118 0.0921495 1 
1 624 0.675608 0.0472526 0.183739 0.0933996 1 
1 625 0.66908 0.0474795 0.188439 0.0950016 1 
1 626 0.660717 0.0492917 0.193085 0.0969062 1 
1 627 0.650849 0.0525429 0.19754 0.0990683 1 
1 628 0.639823 0.0570591 0.20167 0.101448 1 
1 629 0.628001 0.0626448 0.205343 0.104011 1 
1 630 0.615742 0.0690894 0.208441 0.106727 1 
1 631 0.603396 0.0761736 0.210855 0.109575 1 
1 632 0.591292 0.0836768 0.212496 0.112536 1 
1 633 0.579729 0.0913839 0.213293 0.115594 1 
1 634 0.568969 0.0990919 0.2132 0.118739 1 
1 635 0.559229 0.106616 0.212193 0.121962 1 
1 636 0.550678 0.113795 0.210274 0.125253 1 
1 637 0.54343 0.120497 0.207469 0.128603 1 
1 638 0.537546 0.12662 0.203831 0.132004 1 
1 639 0.533029 0.132098 0.199432 0.135442 1 
1 640 0.529829 0.1369 0.194368 0.138903 1 
1 641 0.527848 0.141031 0.188751 0.14237 1 
1 642 0.526937 0.144531 0.182709 0.145824 1 
1 643 0.526909 0.14747 0.17638 0.149242 1 
1 644 0.527543 0.149949 0.169908 0.1526 1 
1 645 0.528592 0.152091 0.163442 0.155876 1 
1 646 0.529792 0.154038 0.157127 0.159043 1 
1 647 0.53087 0.155946 0.151104 0.16208 1 
1 648 0.531557 0.157975 0.145503 0.164965 1 
1 649 0.531591 0.160287 0.140441 0.167681 1 
1 650 0.530731 0.163033 0.13602 0.170216 1 
1 651 0.528764 0.166354 0.132322 0.172561 1 
1 652 0.52551 0.170367 0.129408 0.174715 1 
1 653 0.520833 0.175167 0.127318 0.176682 1 
1 654 0.514643 0.180816 0.12607 0.17847 1 
1 655 0.5069 0.187344 0.125659 0.180097 1 
1 656 0.497618 0.194745 0.126058 0.18158 1 
1 657 0.486865 0.202972 0.12722 0.182943 1 
1 658 0.474763 0.211944 0.129081 0.184212 1 
1 659 0.461486 0.221542 0.131561 0.185411 1 
1 660 0.447254 0.231612 0.134568 0.186565 1 
1 661 0.432334 0.241971 0.138 0.187696 1 
1 662 0.417025 0.25241 0.141748 0.188817 1 
1 663 0.401658 0.262698 0.145704 0.18994 1 
1 664 0.386585 0.272593 0.149757 0.191065 1 
1 665 0.372169 0.281844 0.153804 0.192184 1 
1 666 0.358775 0.290201 0.157746 0.193278 1 
1 667 0.34676 0.297424 0.161497 0.194319 1 
1 668 0.336466 0.303285 0.16498 0.195269 1 
1 669 0.328204 0.307579 0.168136 0.19608 1 
1 670 0.322254 0.310132 0.170918 0.196696 1 
1 671 0.318847 0.310801 0.173296 0.197056 1 
1 672 0.318166 0.309484 0.175256 0.197094 1 
1 673 0.320336 0.30612 0.1768 0.196743 1 
1 674 0.325422 0.300696 0.177944 0.195939 1 
1 675 0.333422 0.293241 0.178716 0.194621 1 
1 676 0.34427 0.283834 0.179157 0.192739 1 
1 677 0.357835 0.272599 0.179315 0.190251 1 
1 678 0.373923 0.259699 0.179247 0.187132 1 
1 679 0.392279 0.245338 0.179011 0.183372 1 
1 680 0.412597 0.229754 0.178668 0.17898 1 
1 681 0.434524 0.213212 0.178277 0.173986 1 
1 682 0.457667 0.196 0.177892 0.168441 1 
1 683 0.481606 0.178418 0.177562 0.162415 1 
1 684 0.505901 0.160775 0.177325 0.156 1 
1 685 0.530104 0.143379 0.177211 0.149306 1 
1 686 0.553771 0.12653 0.17724 0.142459 1 
1 687 0.576473 0.110514 0.177415 0.135598 1 
1 688 0.597805 0.0955929 0.177731 0.12887 1 
1 689 0.617398 0.0820035 0.17817 0.122429 1 
1 690 0.634926 0.069948 0.178699 0.116428 1 
1 691 0.650116 0.0595921 0.179278 0.111014 1 
1 692 0.662756 0.0510607 0.179857 0.106327 1 
1 693 0.672695 0.0444368 0.180378 0.10249 1 
1 694 0.679852 0.0397596 0.180779 0.0996101 1 
1 695 0.684211 0.0370259 0.180995 0.0977684 1 
1 696 0.685827 0.0361904 0.18096 0.0970222 1 
1 697 0.684819 0.037169 0.180613 0.0973995 1 
1 698 0.681365 0.0398422 0.179895 0.0988986 1 
1 699 0.675699 0.0440591 0.178755 0.101487 1 
1 700 0.668102 0.0496428 0.177152 0.105103 1 
1 701 0.658892 0.0563958 0.175056 0.109657 1 
1 702 0.648413 0.0641064 0.17245 0.11503 1 
1 703 0.637029 0.0725546 0.16933 0.121087 1 
1 704 0.625105 0.0815187 0.165707 0.127669 1 
1 705 0.613002 0.0907812 0.161607 0.13461 1 
1 706 0.601063 0.100135 0.15707 0.141732 1 
1 707 0.589604 0.109388 0.15215 0.148858 1 
1 708 0.578902 0.118368 0.146912 0.155817 1 
1 709 0.56919 0.12693 0.141435 0.162446 1 
1 710 0.560646 0.134952 0.135803 0.168599 1 
1 711 0.553392 0.142344 0.130111 0.174153 1 
1 712 0.547491 0.149049 0.124454 0.179006 1 
1 713 0.542941 0.155037 0.118933 0.183089 1 
1 714 0.539683 0.160312 0.113645 0.18636 1 
1 715 0.537596 0.164906 0.108686 0.188813 1 
1 716 0.536511 0.168877 0.104143 0.190469 1 
1 717 0.536209 0.172309 0.100099 0.191383 1 
1 718 0.536438 0.175303 0.0966231 0.191637 1 
1 719 0.536914 0.177975 0.093774 0.191337 1 
1 720 0.537339 0.180453 0.091597 0.190611 1 
1 721 0.537408 0.182868 0.090123 0.189601 1 
1 722 0.536823 0.185352 0.0893681 0.188457 1 
1 723 0.535302 0.188032 0.0893335 0.187332 1 
1 724 0.532593 0.191023 0.0900059 0.186379 1 
1 725 0.528482 0.194424 0.091358 0.185737 1 
1 726 0.522803 0.198316 0.09335 0.185532 1 
1 727 0.515446 0.202756 0.0959309 0.185867 1 
1 728 0.506362 0.207775 0.09904 0.186823 1 
1 729 0.495567 0.213376 0.102609 0.188448 1 
1 730 0.483142 0.219531 0.106565 0.190762 1 
1 731 0.469238 0.226183 0.110831 0.193749 1 
1 732 0.454065 0.233245 0.115328 0.197361 1 
1 733 0.437896 0.240604 0.11998 0.20152 1 
1 734 0.421052 0.248119 0.124713 0.206117 1 
1 735 0.403899 0.255628 0.129456 0.211017 1 
1 736 0.386838 0.262952 0.134146 0.216064 1 
1 737 0.370289 0.269896 0.138727 0.221088 1 
1 738 0.354682 0.27626 0.143149 0.225908 1 
1 739 0.340447 0.281838 0.147374 0.230341 1 
1 740 0.327995 0.28643 0.15137 0.234205 1 
1 741 0.317709 0.289845 0.155113 0.237332 1 
1 742 0.309934 0.291907 0.158589 0.23957 1 
1 743 0.304964 0.29246 0.16179 0.240786 1 
1 744 0.30303 0.291377 0.164713 0.24088 1 
1 745 0.3043 0.288558 0.167362 0.23978 1 
1 746 0.308864 0.283943 0.169742 0.23745 1 
1 747 0.31674 0.277507 0.171863 0.23389 1 
1 748 0.327864 0.269265 0.173734 0.229137 1 
1 749 0.342095 0.259277 0.175363 0.223265 1 
1 750 0.359221 0.247641 0.176757 0.216381 1 
1 751 0.378957 0.234499 0.177921 0.208623 1 
1 752 0.400958 0.220029 0.178856 0.200156 1 
1 753 0.424827 0.204447 0.179559 0.191167 1 
1 754 0.450123 0.187998 0.180021 0.181857 1 
1 755 0.476375 0.170955 0.180234 0.172437 1 
1 756 0.503092 0.153608 0.18018 0.16312 1 
1 757 0.529778 0.136265 0.179844 0.154113 1 
1 758 0.555943 0.119236 0.179205 0.145616 1 
1 759 0.581116 0.102832 0.178243 0.13781 1 
1 760 0.604857 0.087355 0.176937 0.130851 1 
1 761 0.626767 0.0730902 0.175269 0.124874 1 
1 762 0.646496 0.0603 0.173225 0.119979 1 
1 763 0.663755 0.0492165 0.170794 0.116235 1 
1 764 0.678315 0.0400359 0.167972 0.113678 1 
1 765 0.690017 0.0329136 0.164761 0.112308 1 
1 766 0.698773 0.0279598 0.161173 0.112095 1 
1 767 0.70456 0.025237 0.157227 0.112975 1 
1 768 0.707428 0.0247586 0.152953 0.11486 1 
1 769 0.707486 0.0264881 0.148389 0.117637 1 
1 770 0.704903 0.0303408 0.143582 0.121174 1 
1 771 0.699898 0.036186 0.138588 0.125328 1 
1 772 0.692733 0.0438506 0.133469 0.129947 1 
1 773 0.683703 0.0531246 0.128296 0.134877 1 
1 774 0.673125 0.0637662 0.123141 0.139968 1 
1 775 0.661329 0.0755094 0.118082 0.145079 1 
1 776 0.64865 0.0880713 0.113196 0.150083 1 
1 777 0.635412 0.10116 0.10856 0.154868 1 
1 778 0.621925 0.114483 0.104246 0.159346 1 
1 779 0.608474 0.127754 0.100322 0.163449 1 
1 780 0.59531 0.140705 0.096851 0.167134 1 
1 781 0.582645 0.153088 0.0938843 0.170382 1 
1 782 0.570651 0.164687 0.091465 0.173197 1 
1 783 0.559451 0.175319 0.0896249 0.175605 1 
1 784 0.549122 0.184842 0.088384 0.177652 1 
1 785 0.539694 0.193157 0.0877504 0.179399 1 
1 786 0.531148 0.20021 0.0877205 0.180921 1 
1 787 0.523427 0.205994 0.0882791 0.1823 1 
1 788 0.516434 0.210543 0.0894006 0.183622 1 
1 789 0.51004 0.213937 0.0910502 0.184973 1 
1 790 0.504088 0.216292 0.0931852 0.186435 1 
1 791 0.498406 0.217756 0.0957568 0.188081 1 
1 792 0.492808 0.218507 0.0987123 0.189973 1 
1 793 0.487107 0.21874 0.101997 0.192157 1 
1 794 0.48112 0.218662 0.105555 0.194663 1 
1 795 0.474677 0.218485 0.109334 0.197504 1 
1 796 0.467628 0.218417 0.113283 0.200671 1 
1 797 0.45985 0.218651 0.117359 0.20414 1 
1 798 0.45125 0.219361 0.121523 0.207866 1 
1 799 0.441773 0.220693 0.125743 0.211791 1 
1 800 0.431403 0.222761 0.129996 0.21584 1 
1 801 0.420168 0.225637 0.134267 0.219928 1 
1 802 0.408136 0.229354 0.138547 0.223964 1 
1 803 0.395419 0.233899 0.142834 0.227848 1 
1 804 0.382172 0.239213 0.147133 0.231482 1 
1 805 0.368585 0.245195 0.151451 0.234768 1 
1 806 0.354883 0.251702 0.155799 0.237616 1 
1 807 0.341321 0.258552 0.160187 0.239941 1 
1 808 0.328174 0.265531 0.164625 0.24167 1 
1 809 0.315737 0.272401 0.169119 0.242744 1 
1 810 0.304311 0.278905 0.173668 0.243116 1 
1 811 0.2942 0.284777 0.178266 0.242757 1 
1 812 0.285701 0.289751 0.182898 0.241651 1 
1 813 0.279095 0.29357 0.187537 0.239799 1 
1 814 0.274643 0.295993 0.192147 0.237217 1 
1 815 0.272576 0.296807 0.196683 0.233935 1 
1 816 0.273089 0.295834 0.201086 0.229992 1 
1 817 0.276335 0.292935 0.205289 0.225441 1 
1 818 0.28242 0.288022 0.209218 0.220341 1 
1 819 0.291399 0.281054 0.212789 0.214758 1 
1 820 0.303272 0.272049 0.215917 0.208762 1 
1 821 0.317984 0.261077 0.218514 0.202425 1 
1 822 0.335422 0.248266 0.220493 0.195819 1 
1 823 0.35542 0.233795 0.221771 0.189014 1 
1 824 0.377755 0.217892 0.222273 0.18208 1 
1 825 0.402155 0.200829 0.221935 0.175081 1 
1 826 0.428301 0.182915 0.220705 0.168079 1 
1 827 0.455836 0.164486 0.218549 0.161129 1 
1 828 0.484365 0.145898 0.215451 0.154286 1 
1 829 0.51347 0.127518 0.211413 0.147598 1 
1 830 0.542714 0.109712 0.206461 0.141113 1 
1 831 0.571649 0.0928359 0.200643 0.134873 1 
1 832 0.599828 0.0772257 0.194025 0.128921 1 
1 833 0.626815 0.0631887 0.186698 0.123299 1 
1 834 0.652188 0.050995 0.178769 0.118048 1 
1 835 0.675555 0.0408702 0.170364 0.11321 1 
1 836 0.696561 0.0329897 0.161623 0.108827 1 
1 837 0.714891 0.0274743 0.152693 0.104942 1 
1 838 0.730284 0.0243878 0.143731 0.101597 1 
1 839 0.742533 0.0237357 0.134897 0.098835 1 
1 840 0.751492 0.025466 0.126345 0.0966969 1 
1 841 0.75708 0.0294721 0.118227 0.0952208 1 
1 842 0.759281 0.035596 0.110682 0.0944409 1 
1 843 0.758144 0.0436346 0.103836 0.0943855 1 
1 844 0.753782 0.0533459 0.0977961 0.0950757 1 
1 845 0.74637 0.064457 0.0926493 0.0965234 1 
1 846 0.736139 0.0766723 0.0884592 0.0987299 1 
1 847 0.723368 0.089683 0.0852646 0.101685 1 
1 848 0.708381 0.103176 0.0830792 0.105363 1 
1 849 0.691537 0.116843 0.081891 0.109729 1 
1 850 0.673217 0.130389 0.0816642 0.11473 1 
1 851 0.653819 0.14354 0.0823401 0.120301 1 
1 852 0.633745 0.156053 0.0838399 0.126362 1 
1 853 0.61339 0.167718 0.0860683 0.132824 1 
1 854 0.593133 0.178364 0.0889167 0.139586 1 
1 855 0.573328 0.187864 0.0922677 0.14654 1 
1 856 0.554293 0.196136 0.0959992 0.153572 1 
1 857 0.536302 0.203142 0.0999895 0.160567 1 
1 858 0.519582 0.208889 0.104121 0.167408 1 
1 859 0.504303 0.213424 0.108286 0.173987 1 
1 860 0.490579 0.216833 0.112388 0.1802 1 
1 861 0.478464 0.219235 0.116346 0.185955 1 
1 862 0.467954 0.220774 0.120101 0.191172 1 
1 863 0.458988 0.221614 0.123609 0.195789 1 
1 864 0.451454 0.221933 0.126853 0.19976 1 
1 865 0.445193 0.221914 0.129833 0.203059 1 
1 866 0.440009 0.221738 0.132573 0.20568 1 
1 867 0.435676 0.221577 0.135113 0.207634 1 
1 868 0.431948 0.221587 0.137513 0.208952 1 
1 869 0.42857 0.221903 0.139843 0.209683 1 
1 870 0.425292 0.222634 0.142184 0.20989 1 
1 871 0.421875 0.223856 0.144623 0.209646 1 
1 872 0.418105 0.225616 0.147245 0.209034 1 
1 873 0.413803 0.227921 0.150134 0.208141 1 
1 874 0.408833 0.230748 0.153364 0.207055 1 
1 875 0.40311 0.234036 0.156993 0.20586 1 
1 876 0.396606 0.237694 0.161067 0.204633 1 
1 877 0.389352 0.241601 0.165607 0.203439 1 
1 878 0.381444 0.245613 0.170614 0.20233 1 
1 879 0.373036 0.249563 0.176061 0.201341 1 
1 880 0.364343 0.253273 0.181898 0.200486 1 
1 881 0.355634 0.256557 0.188048 0.199761 1 
1 882 0.347222 0.259225 0.194411 0.199141 1 
1 883 0.33946 0.261096 0.200863 0.198581 1 
1 884 0.332724 0.261995 0.207263 0.198018 1 
1 885 0.327408 0.261767 0.213453 0.197373 1 
1 886 0.323901 0.260279 0.219267 0.196553 1 
1 887 0.322585 0.257424 0.224533 0.195458 1 
1 888 0.323811 0.253127 0.229078 0.193984 1 
1 889 0.327891 0.247345 0.23274 0.192024 1 
1 890 0.335083 0.240071 0.235365 0.189481 1 
1 891 0.34558 0.231336 0.236818 0.186266 1 
1 892 0.359503 0.221206 0.236988 0.182303 1 
1 893 0.376886 0.209781 0.235792 0.17754 1 
1 894 0.39768 0.197198 0.233176 0.171945 1 
1 895 0.421743 0.18362 0.229122 0.165515 1 
1 896 0.448843 0.169239 0.223646 0.158272 1 
1 897 0.478658 0.154269 0.216801 0.150272 1 
1 898 0.510787 0.138939 0.208676 0.141598 1 
1 899 0.544751 0.123493 0.199392 0.132363 1 
1 900 0.58001 0.10818 0.189103 0.122707 1 
1 901 0.61597 0.09325 0.177989 0.112791 1 
1 902 0.652002 0.0789475 0.166252 0.102799 1 
1 903 0.687455 0.0655082 0.15411 0.0929267 1 
1 904 0.721675 0.0531526 0.141792 0.0833797 1 
1 905 0.75402 0.0420814 0.129532 0.0743658 1 
1 906 0.783879 0.032472 0.11756 0.066089 1 
1 907 0.810684 0.0244748 0.106098 0.0587432 1 
1 908 0.833934 0.0182105 0.09535 0.0525056 1 
1 909 0.853198 0.013768 0.0855024 0.0475314 1 
1 910 0.868134 0.0112035 0.0767138 0.0439484 1 
1 911 0.878495 0.0105393 0.069113 0.0418525 1 
1 912 0.884135 0.0117645 0.0627958 0.0413047 1 
1 913 0.885013 0.0148356 0.0578229 0.0423288 1 
1 914 0.881193 0.019678 0.0542193 0.0449102 1 
1 915 0.872841 0.0261884 0.0519744 0.0489962 1 
1 916 0.860221 0.0342369 0.0510441 0.0544977 1 
1 917 0.843685 0.0436705 0.0513531 0.0612919 1 
1 918 0.823659 0.0543168 0.0527985 0.0692257 1 
1 919 0.800637 0.0659871 0.055255 0.0781209 1 
1 920 0.77516 0.078481 0.0585792 0.0877797 1 
1 921 0.747803 0.0915904 0.062616 0.0979907 1 
1 922 0.719156 0.105104 0.0672044 0.108536 1 
1 923 0.68981 0.11881 0.0721831 0.119196 1 
1 924 0.660339 0.132503 0.0773971 0.129761 1 
1 925 0.631283 0.145985 0.0827025 0.14003 1 
1 926 0.603135 0.159071 0.0879714 0.149823 1 
1 927 0.576329 0.17159 0.0930966 0.158984 1 
1 928 0.551231 0.183393 0.0979941 0.167382 1 
1 929 0.528128 0.194348 0.102606 0.174919 1 
1 930 0.507224 0.204347 0.1069 0.181529 1 
1 931 0.488641 0.213309 0.110872 0.187179 1 
1 932 0.472414 0.221175 0.114543 0.191868 1 
1 933 0.458502 0.227912 0.117957 0.195628 1 
1 934 0.446788 0.233516 0.12118 0.198517 1 
1 935 0.437089 0.238002 0.124291 0.200618 1 
1 936 0.429169 0.241413 0.127385 0.202033 1 
1 937 0.42275 0.24381 0.13056 0.20288 1 
1 938 0.417524 0.245274 0.133918 0.203284 1 
1 939 0.413169 0.245902 0.137554 0.203376 1 
1 940 0.409364 0.245801 0.141555 0.20328 1 
1 941 0.4058 0.245091 0.145994 0.203114 1 
1 942 0.402198 0.243893 0.150925 0.202983 1 
1 943 0.398317 0.242332 0.156377 0.202975 1 
1 944 0.393965 0.240526 0.162356 0.203153 1 
1 945 0.38901 0.238591 0.16884 0.203559 1 
1 946 0.383384 0.236628 0.175779 0.204209 1 
1 947 0.377087 0.234725 0.183094 0.205094 1 
1 948 0.370186 0.232955 0.190682 0.206177 1 
1 949 0.362819 0.231367 0.198415 0.207399 1 
1 950 0.355183 0.229993 0.206144 0.208681 1 
1 951 0.347533 0.228838 0.213705 0.209924 1 
1 952 0.340172 0.227887 0.220923 0.211017 1 
1 953 0.333439 0.2271 0.227617 0.211843 1 
1 954 0.327699 0.226416 0.233607 0.212278 1 
1 955 0.323326 0.225754 0.238718 0.212202 1 
1 956 0.320693 0.225014 0.24279 0.211503 1 
1 957 0.320157 0.224085 0.245677 0.21008 1 
1 958 0.322045 0.222845 0.247259 0.207851 1 
1 959 0.326641 0.221166 0.247441 0.204752 1 
1 960 0.334173 0.21892 0.246161 0.200746 1 
1 961 0.344807 0.215983 0.243389 0.195821 1 
1 962 0.358635 0.212244 0.239128 0.189993 1 
1 963 0.37567 0.207603 0.233421 0.183307 1 
1 964 0.395845 0.201982 0.22634 0.175833 1 
1 965 0.419007 0.19533 0.217993 0.167671 1 
1 966 0.444924 0.18762 0.208517 0.158939 1 
1 967 0.473284 0.178861 0.198076 0.14978 1 
1 968 0.503705 0.169092 0.186853 0.14035 1 
1 969 0.53574 0.15839 0.175052 0.130818 1 
1 970 0.568892 0.146867 0.162882 0.121359 1 
1 971 0.602619 0.134668 0.150563 0.11215 1 
1 972 0.636354 0.121972 0.138309 0.103365 1 
1 973 0.669513 0.108986 0.12633 0.0951709 1 
1 974 0.701513 0.0959428 0.114824 0.0877201 1 
1 975 0.731784 0.0830941 0.103971 0.0811507 1 
1 976 0.759783 0.0707053 0.0939307 0.0755806 1 
1 977 0.785009 0.0590487 0.0848367 0.0711055 1 
1 978 0.80701 0.0483959 0.0767967 0.0677973 1 
1 979 0.825397 0.0390105 0.0698893 0.065703 1 
1 980 0.839852 0.0311403 0.0641634 0.0648443 1 
1 981 0.850132 0.0250101 0.0596391 0.0652185 1 
1 982 0.856077 0.0208146 0.0563087 0.0667996 1 
1 983 0.857609 0.018712 0.0541391 0.0695401 1 
1 984 0.854733 0.0188187 0.0530743 0.0733737 1 
1 985 0.847538 0.0212047 0.0530393 0.0782182 1 
1 986 0.836187 0.0258904 0.0539441 0.0839785 1 
1 987 0.820918 0.0328448 0.0556877 0.0905497 1 
1 988 0.802031 0.0419853 0.0581628 0.0978208 1 
1 989 0.779883 0.0531785 0.0612602 0.105678 1 
1 990 0.754878 0.0662428 0.0648728 0.114007 1 
1 991 0.727452 0.0809524 0.0688994 0.122696 1 
1 992 0.69807 0.097043 0.0732485 0.131638 1 
1 993 0.667208 0.114217 0.0778404 0.140734 1 
1 994 0.635345 0.132154 0.0826095 0.149891 1 
1 995 0.602954 0.150515 0.0875056 0.159026 1 
1 996 0.570487 0.168954 0.0924943 0.168064 1 
1 997 0.538375 0.187128 0.0975568 0.176941 1 
1 998 0.50701 0.204701 0.102689 0.1856 1 
1 999 0.476749 0.22136 0.107899 0.193993 1 
1 1000 0.447899 0.236819 0.113205 0.202076 1 
