Step Time(ns) rpsystem.singlet rpsystem.t0 rpsystem.tp rpsystem.tm rpsystem.identity 
1 82 0.32446 0.252681 0.212247 0.210612 1 
1 83 0.314643 0.254846 0.215118 0.215393 1 
1 84 0.305299 0.256693 0.217919 0.220089 1 
1 85 0.296496 0.258201 0.220641 0.224661 1 
1 86 0.288292 0.259359 0.223274 0.229075 1 
1 87 0.280736 0.260162 0.225807 0.233296 1 
1 88 0.273867 0.260617 0.228226 0.23729 1 
1 89 0.267716 0.26074 0.230519 0.241025 1 
1 90 0.262304 0.260554 0.232669 0.244473 1 
1 91 0.257642 0.260092 0.23466 0.247606 1 
1 92 0.253732 0.25939 0.236476 0.250402 1 
1 93 0.250569 0.258492 0.2381 0.252839 1 
1 94 0.248138 0.257446 0.239514 0.254902 1 
1 95 0.246418 0.256301 0.240702 0.256579 1 
1 96 0.245379 0.255109 0.24165 0.257862 1 
1 97 0.244988 0.25392 0.242343 0.258749 1 
1 98 0.245204 0.252783 0.242771 0.259241 1 
1 99 0.245984 0.251743 0.242927 0.259347 1 
1 100 0.247281 0.250839 0.242803 0.259077 1 
1 101 0.249043 0.250108 0.2424 0.258449 1 
1 102 0.251221 0.249577 0.241719 0.257483 1 
1 103 0.253763 0.249266 0.240766 0.256205 1 
1 104 0.256617 0.24919 0.239551 0.254642 1 
1 105 0.259732 0.249352 0.23809 0.252827 1 
1 106 0.263059 0.249749 0.236398 0.250793 1 
1 107 0.266553 0.250371 0.234499 0.248576 1 
1 108 0.270171 0.2512 0.232417 0.246212 1 
1 109 0.273871 0.252212 0.23018 0.243737 1 
1 110 0.277618 0.253377 0.227817 0.241188 1 
1 111 0.281379 0.254661 0.225361 0.238599 1 
1 112 0.285126 0.256027 0.222844 0.236003 1 
1 113 0.288835 0.257435 0.220301 0.233429 1 
1 114 0.292484 0.258847 0.217764 0.230904 1 
1 115 0.296057 0.260224 0.215266 0.228453 1 
1 116 0.299541 0.261527 0.212838 0.226094 1 
1 117 0.302924 0.262724 0.210508 0.223844 1 
1 118 0.306198 0.263783 0.208305 0.221714 1 
1 119 0.309358 0.264681 0.20625 0.219712 1 
1 120 0.312398 0.265395 0.204364 0.217842 1 
1 121 0.315317 0.265914 0.202664 0.216106 1 
1 122 0.31811 0.266227 0.201162 0.214501 1 
1 123 0.320776 0.266333 0.199867 0.213025 1 
1 124 0.323311 0.266235 0.198784 0.21167 1 
1 125 0.325712 0.265942 0.197914 0.210432 1 
1 126 0.327974 0.265468 0.197256 0.209302 1 
1 127 0.330092 0.26483 0.196804 0.208275 1 
1 128 0.332056 0.264049 0.196551 0.207344 1 
1 129 0.333859 0.263148 0.196486 0.206507 1 
1 130 0.33549 0.262152 0.196598 0.20576 1 
1 131 0.336935 0.261087 0.196875 0.205104 1 
1 132 0.338181 0.259976 0.197302 0.204542 1 
1 133 0.339212 0.258843 0.197867 0.204079 1 
1 134 0.340011 0.257711 0.198555 0.203723 1 
1 135 0.340563 0.256597 0.199355 0.203485 1 
1 136 0.34085 0.255519 0.200255 0.203376 1 
1 137 0.340855 0.254489 0.201244 0.203412 1 
1 138 0.340563 0.253517 0.202314 0.203606 1 
1 139 0.339959 0.252609 0.203458 0.203974 1 
1 140 0.339032 0.251768 0.20467 0.204531 1 
1 141 0.337772 0.250993 0.205945 0.205289 1 
1 142 0.336175 0.250283 0.207281 0.206262 1 
1 143 0.334237 0.249633 0.208674 0.207456 1 
1 144 0.331963 0.249037 0.210124 0.208877 1 
1 145 0.329359 0.248488 0.211628 0.210525 1 
1 146 0.326438 0.247979 0.213186 0.212397 1 
1 147 0.32322 0.247504 0.214794 0.214483 1 
1 148 0.319728 0.247055 0.216449 0.216768 1 
1 149 0.315991 0.24663 0.218147 0.219233 1 
1 150 0.312044 0.246223 0.21988 0.221853 1 
1 151 0.307928 0.245834 0.221641 0.224596 1 
1 152 0.303687 0.245462 0.22342 0.22743 1 
1 153 0.29937 0.245111 0.225203 0.230316 1 
1 154 0.295027 0.244784 0.226977 0.233213 1 
1 155 0.290713 0.244485 0.228723 0.236079 1 
1 156 0.286483 0.244223 0.230425 0.23887 1 
1 157 0.282393 0.244002 0.232061 0.241543 1 
1 158 0.278498 0.243832 0.233612 0.244058 1 
1 159 0.274849 0.24372 0.235055 0.246376 1 
1 160 0.271498 0.243671 0.23637 0.248462 1 
1 161 0.268489 0.243691 0.237534 0.250286 1 
1 162 0.265863 0.243785 0.238529 0.251823 1 
1 163 0.263653 0.243955 0.239336 0.253055 1 
1 164 0.261889 0.2442 0.23994 0.253971 1 
1 165 0.26059 0.244518 0.240326 0.254566 1 
1 166 0.259768 0.244905 0.240485 0.254842 1 
1 167 0.259428 0.245355 0.24041 0.254808 1 
1 168 0.259565 0.245857 0.240099 0.254479 1 
1 169 0.26017 0.246403 0.239552 0.253875 1 
1 170 0.261222 0.246979 0.238775 0.253024 1 
1 171 0.262695 0.247574 0.237778 0.251954 1 
1 172 0.264557 0.248172 0.236573 0.250698 1 
1 173 0.266771 0.248761 0.235176 0.249292 1 
1 174 0.269295 0.249327 0.233608 0.24777 1 
1 175 0.272084 0.249857 0.23189 0.246169 1 
1 176 0.27509 0.250341 0.230047 0.244522 1 
1 177 0.278266 0.250768 0.228104 0.242862 1 
1 178 0.281562 0.251132 0.226089 0.241217 1 
1 179 0.284933 0.251425 0.22403 0.239612 1 
1 180 0.288333 0.251646 0.221952 0.238069 1 
1 181 0.291721 0.251792 0.219882 0.236605 1 
1 182 0.295059 0.251864 0.217846 0.23523 1 
1 183 0.298313 0.251867 0.215866 0.233954 1 
1 184 0.301453 0.251804 0.213964 0.23278 1 
1 185 0.304456 0.251681 0.212157 0.231706 1 
1 186 0.307303 0.251507 0.210461 0.23073 1 
1 187 0.309977 0.251288 0.20889 0.229844 1 
1 188 0.31247 0.251034 0.207453 0.229042 1 
1 189 0.314775 0.250754 0.206159 0.228312 1 
1 190 0.31689 0.250454 0.20501 0.227646 1 
1 191 0.318813 0.250144 0.204011 0.227032 1 
1 192 0.320549 0.249828 0.20316 0.226463 1 
1 193 0.3221 0.249512 0.202456 0.225931 1 
1 194 0.323473 0.249201 0.201896 0.225429 1 
1 195 0.324673 0.248896 0.201475 0.224955 1 
1 196 0.325706 0.248599 0.201188 0.224507 1 
1 197 0.326575 0.24831 0.201028 0.224087 1 
1 198 0.327287 0.248026 0.200988 0.223699 1 
1 199 0.327842 0.247746 0.201064 0.223348 1 
1 200 0.328243 0.247466 0.201249 0.223043 1 
1 201 0.32849 0.247182 0.201536 0.222792 1 
1 202 0.328583 0.24689 0.201921 0.222607 1 
1 203 0.328517 0.246587 0.202399 0.222497 1 
1 204 0.328292 0.246269 0.202965 0.222474 1 
1 205 0.327902 0.245933 0.203617 0.222547 1 
1 206 0.327345 0.245578 0.204352 0.222726 1 
1 207 0.326616 0.245203 0.205165 0.223016 1 
1 208 0.325712 0.244808 0.206056 0.223423 1 
1 209 0.324632 0.244397 0.207021 0.22395 1 
1 210 0.323374 0.243972 0.208059 0.224594 1 
1 211 0.321939 0.243539 0.209167 0.225354 1 
1 212 0.320331 0.243105 0.210341 0.226223 1 
1 213 0.318554 0.242677 0.211579 0.22719 1 
1 214 0.316615 0.242264 0.212875 0.228246 1 
1 215 0.314525 0.241876 0.214225 0.229374 1 
1 216 0.312295 0.241523 0.215623 0.230559 1 
1 217 0.309942 0.241214 0.217062 0.231783 1 
1 218 0.307482 0.240959 0.218532 0.233027 1 
1 219 0.304935 0.240768 0.220026 0.234271 1 
1 220 0.302323 0.240649 0.221533 0.235496 1 
1 221 0.299669 0.240608 0.22304 0.236682 1 
1 222 0.296999 0.240652 0.224536 0.237813 1 
1 223 0.29434 0.240783 0.226006 0.23887 1 
1 224 0.291719 0.241004 0.227436 0.23984 1 
1 225 0.289165 0.241312 0.228812 0.24071 1 
1 226 0.286707 0.241707 0.230116 0.24147 1 
1 227 0.284372 0.242182 0.231334 0.242111 1 
1 228 0.28219 0.242732 0.232449 0.24263 1 
1 229 0.280186 0.243346 0.233445 0.243023 1 
1 230 0.278389 0.244015 0.234307 0.24329 1 
1 231 0.276821 0.244726 0.23502 0.243433 1 
1 232 0.275505 0.245466 0.235571 0.243457 1 
1 233 0.274462 0.246222 0.235948 0.243368 1 
1 234 0.273709 0.246979 0.236141 0.243172 1 
1 235 0.273259 0.247723 0.236141 0.242877 1 
1 236 0.273125 0.248439 0.235943 0.242493 1 
1 237 0.273312 0.249116 0.235543 0.242029 1 
1 238 0.273825 0.249739 0.234941 0.241494 1 
1 239 0.274664 0.250298 0.23414 0.240898 1 
1 240 0.275823 0.250783 0.233145 0.240248 1 
1 241 0.277294 0.251186 0.231966 0.239554 1 
1 242 0.279065 0.251501 0.230612 0.238822 1 
1 243 0.281118 0.251723 0.229101 0.238058 1 
1 244 0.283434 0.25185 0.227447 0.237269 1 
1 245 0.285987 0.25188 0.225672 0.23646 1 
1 246 0.288753 0.251815 0.223798 0.235634 1 
1 247 0.2917 0.251658 0.221846 0.234795 1 
1 248 0.294798 0.251412 0.219843 0.233947 1 
1 249 0.298013 0.251083 0.217814 0.23309 1 
1 250 0.30131 0.250677 0.215784 0.232229 1 
1 251 0.304656 0.250203 0.213778 0.231364 1 
1 252 0.308015 0.249668 0.21182 0.230497 1 
1 253 0.311354 0.24908 0.209934 0.229631 1 
1 254 0.31464 0.24845 0.208141 0.228769 1 
1 255 0.317844 0.247785 0.206459 0.227912 1 
1 256 0.320936 0.247095 0.204906 0.227064 1 
1 257 0.323892 0.246387 0.203494 0.226227 1 
1 258 0.326687 0.24567 0.202235 0.225407 1 
1 259 0.329304 0.244951 0.201137 0.224608 1 
1 260 0.331724 0.244236 0.200206 0.223834 1 
1 261 0.333934 0.243531 0.199444 0.223091 1 
1 262 0.335924 0.242841 0.19885 0.222385 1 
1 263 0.337684 0.242169 0.198424 0.221723 1 
1 264 0.33921 0.241517 0.198162 0.221111 1 
1 265 0.340496 0.24089 0.198057 0.220557 1 
1 266 0.341542 0.240286 0.198104 0.220068 1 
1 267 0.342346 0.239708 0.198296 0.219651 1 
1 268 0.342908 0.239155 0.198624 0.219313 1 
1 269 0.34323 0.238627 0.199081 0.219062 1 
1 270 0.343314 0.238123 0.199659 0.218904 1 
1 271 0.343161 0.237643 0.200352 0.218845 1 
1 272 0.342774 0.237186 0.201152 0.218888 1 
1 273 0.342156 0.236753 0.202053 0.219039 1 
1 274 0.34131 0.236344 0.203048 0.219298 1 
1 275 0.34024 0.235959 0.204134 0.219667 1 
1 276 0.338951 0.235601 0.205303 0.220145 1 
1 277 0.337449 0.235271 0.206552 0.220728 1 
1 278 0.335741 0.234973 0.207874 0.221411 1 
1 279 0.333836 0.234711 0.209264 0.222189 1 
1 280 0.331744 0.234489 0.210716 0.223051 1 
1 281 0.329479 0.234312 0.212221 0.223988 1 
1 282 0.327055 0.234186 0.213773 0.224986 1 
1 283 0.32449 0.234116 0.21536 0.226033 1 
1 284 0.321804 0.234109 0.216973 0.227113 1 
1 285 0.31902 0.23417 0.218599 0.228211 1 
1 286 0.316161 0.234305 0.220225 0.229309 1 
1 287 0.313254 0.234518 0.221835 0.230392 1 
1 288 0.310327 0.234814 0.223415 0.231444 1 
1 289 0.307409 0.235194 0.224948 0.232449 1 
1 290 0.30453 0.235661 0.226416 0.233393 1 
1 291 0.301721 0.236214 0.227802 0.234263 1 
1 292 0.299011 0.236852 0.22909 0.235047 1 
1 293 0.296431 0.237572 0.230262 0.235736 1 
1 294 0.294007 0.238369 0.231302 0.236322 1 
1 295 0.291769 0.239235 0.232195 0.2368 1 
1 296 0.28974 0.240164 0.232929 0.237167 1 
1 297 0.287942 0.241144 0.233492 0.237422 1 
1 298 0.286397 0.242166 0.233873 0.237564 1 
1 299 0.285121 0.243216 0.234067 0.237596 1 
1 300 0.284129 0.244281 0.234068 0.237521 1 
1 301 0.283431 0.245348 0.233875 0.237345 1 
1 302 0.283036 0.246402 0.233488 0.237074 1 
1 303 0.282949 0.247428 0.232911 0.236712 1 
1 304 0.28317 0.248412 0.232149 0.236269 1 
1 305 0.283698 0.249342 0.231211 0.235749 1 
1 306 0.284527 0.250202 0.230109 0.235161 1 
1 307 0.28565 0.250982 0.228856 0.234511 1 
1 308 0.287055 0.251671 0.227468 0.233806 1 
1 309 0.288728 0.25226 0.225962 0.233051 1 
1 310 0.290651 0.252741 0.224357 0.232252 1 
1 311 0.292804 0.253108 0.222673 0.231415 1 
1 312 0.295167 0.253357 0.220931 0.230545 1 
1 313 0.297713 0.253487 0.219153 0.229647 1 
1 314 0.300418 0.253497 0.217359 0.228725 1 
1 315 0.303254 0.253389 0.215573 0.227784 1 
1 316 0.306192 0.253165 0.213813 0.22683 1 
1 317 0.309202 0.252832 0.2121 0.225867 1 
1 318 0.312256 0.252395 0.210451 0.224899 1 
1 319 0.315323 0.251861 0.208882 0.223933 1 
1 320 0.318377 0.251241 0.207409 0.222973 1 
1 321 0.321391 0.250542 0.206042 0.222025 1 
1 322 0.324338 0.249777 0.204791 0.221094 1 
1 323 0.327197 0.248954 0.203664 0.220185 1 
1 324 0.329947 0.248085 0.202664 0.219304 1 
1 325 0.332571 0.247181 0.201793 0.218455 1 
1 326 0.335054 0.246252 0.20105 0.217643 1 
1 327 0.337386 0.24531 0.200433 0.216872 1 
1 328 0.339556 0.244363 0.199937 0.216144 1 
1 329 0.34156 0.243421 0.199556 0.215463 1 
1 330 0.343393 0.242494 0.199282 0.214832 1 
1 331 0.345054 0.241588 0.199106 0.214252 1 
1 332 0.346544 0.240711 0.19902 0.213724 1 
1 333 0.347863 0.23987 0.199016 0.213251 1 
1 334 0.349012 0.23907 0.199084 0.212833 1 
1 335 0.349993 0.238317 0.199218 0.212473 1 
1 336 0.350806 0.237613 0.199411 0.21217 1 
1 337 0.351451 0.236963 0.199659 0.211927 1 
1 338 0.351927 0.236369 0.199959 0.211746 1 
1 339 0.35223 0.235832 0.200309 0.211629 1 
1 340 0.352357 0.235355 0.200709 0.21158 1 
1 341 0.3523 0.234938 0.201161 0.211601 1 
1 342 0.352053 0.234581 0.201668 0.211698 1 
1 343 0.351607 0.234283 0.202236 0.211873 1 
1 344 0.350954 0.234045 0.202868 0.212132 1 
1 345 0.350087 0.233865 0.203571 0.212477 1 
1 346 0.348997 0.233741 0.20435 0.212913 1 
1 347 0.347678 0.233672 0.205208 0.213442 1 
1 348 0.346129 0.233655 0.20615 0.214066 1 
1 349 0.344347 0.23369 0.207178 0.214786 1 
1 350 0.342337 0.233773 0.208291 0.215599 1 
1 351 0.340105 0.233903 0.209487 0.216505 1 
1 352 0.337664 0.234078 0.210761 0.217497 1 
1 353 0.335031 0.234295 0.212105 0.218569 1 
1 354 0.332225 0.234553 0.213509 0.219713 1 
1 355 0.329274 0.23485 0.214959 0.220917 1 
1 356 0.326206 0.235185 0.216439 0.222169 1 
1 357 0.323057 0.235556 0.217931 0.223455 1 
1 358 0.319863 0.235962 0.219416 0.224759 1 
1 359 0.316663 0.236402 0.220871 0.226064 1 
1 360 0.313498 0.236874 0.222273 0.227354 1 
1 361 0.310411 0.237378 0.223602 0.22861 1 
1 362 0.307442 0.23791 0.224833 0.229815 1 
1 363 0.304631 0.23847 0.225946 0.230953 1 
1 364 0.302017 0.239055 0.226921 0.232008 1 
1 365 0.299633 0.239661 0.227741 0.232965 1 
1 366 0.297511 0.240285 0.22839 0.233814 1 
1 367 0.295678 0.240923 0.228857 0.234543 1 
1 368 0.294155 0.241568 0.229133 0.235144 1 
1 369 0.292958 0.242216 0.229214 0.235612 1 
1 370 0.292099 0.242859 0.229098 0.235944 1 
1 371 0.291583 0.243489 0.228788 0.23614 1 
1 372 0.29141 0.244098 0.22829 0.236202 1 
1 373 0.291574 0.244678 0.227614 0.236133 1 
1 374 0.292066 0.24522 0.226773 0.235941 1 
1 375 0.292871 0.245715 0.225781 0.235632 1 
1 376 0.29397 0.246156 0.224656 0.235218 1 
1 377 0.295342 0.246533 0.223418 0.234707 1 
1 378 0.296962 0.246841 0.222085 0.234112 1 
1 379 0.298802 0.247075 0.220679 0.233444 1 
1 380 0.300836 0.247229 0.21922 0.232715 1 
1 381 0.303034 0.247301 0.217728 0.231936 1 
1 382 0.305366 0.247291 0.216224 0.231119 1 
1 383 0.307804 0.247201 0.214724 0.230272 1 
1 384 0.310319 0.247032 0.213244 0.229404 1 
1 385 0.312884 0.246791 0.2118 0.228524 1 
1 386 0.315474 0.246485 0.210404 0.227638 1 
1 387 0.318064 0.246121 0.209064 0.22675 1 
1 388 0.320634 0.24571 0.207791 0.225865 1 
1 389 0.323164 0.245263 0.206588 0.224985 1 
1 390 0.325637 0.24479 0.205461 0.224112 1 
1 391 0.328039 0.244304 0.204411 0.223246 1 
1 392 0.330359 0.243815 0.203439 0.222388 1 
1 393 0.332586 0.243334 0.202544 0.221537 1 
1 394 0.334714 0.24287 0.201724 0.220693 1 
1 395 0.336737 0.242431 0.200978 0.219854 1 
1 396 0.338651 0.242025 0.200302 0.219022 1 
1 397 0.340456 0.241654 0.199694 0.218197 1 
1 398 0.342149 0.241321 0.199151 0.217379 1 
1 399 0.343731 0.241027 0.19867 0.216572 1 
1 400 0.345202 0.240768 0.198252 0.215778 1 
1 401 0.346562 0.240542 0.197894 0.215002 1 
1 402 0.347811 0.240343 0.197597 0.214249 1 
1 403 0.348948 0.240163 0.197362 0.213527 1 
1 404 0.349972 0.239996 0.19719 0.212842 1 
1 405 0.350879 0.239832 0.197086 0.212204 1 
1 406 0.351665 0.239663 0.197052 0.211621 1 
1 407 0.352324 0.239481 0.197092 0.211103 1 
1 408 0.352849 0.239278 0.197212 0.210661 1 
1 409 0.353231 0.23905 0.197415 0.210304 1 
1 410 0.35346 0.238791 0.197707 0.210041 1 
1 411 0.353526 0.2385 0.198093 0.209882 1 
1 412 0.353417 0.238175 0.198575 0.209833 1 
1 413 0.353123 0.23782 0.199157 0.2099 1 
1 414 0.352633 0.237438 0.19984 0.210089 1 
1 415 0.351937 0.237036 0.200625 0.210402 1 
1 416 0.351029 0.236622 0.20151 0.210839 1 
1 417 0.349902 0.236206 0.202491 0.2114 1 
1 418 0.348555 0.235799 0.203565 0.212081 1 
1 419 0.346989 0.235415 0.204722 0.212875 1 
1 420 0.345208 0.235064 0.205954 0.213774 1 
1 421 0.343221 0.234761 0.207249 0.214769 1 
1 422 0.341042 0.234518 0.208593 0.215847 1 
1 423 0.338687 0.234345 0.209973 0.216995 1 
1 424 0.33618 0.234253 0.21137 0.218197 1 
1 425 0.333544 0.23425 0.212768 0.219437 1 
1 426 0.33081 0.234342 0.214147 0.2207 1 
1 427 0.32801 0.234533 0.215489 0.221968 1 
1 428 0.325177 0.234824 0.216774 0.223225 1 
1 429 0.322348 0.235214 0.217983 0.224455 1 
1 430 0.319559 0.2357 0.219099 0.225642 1 
1 431 0.316848 0.236274 0.220105 0.226773 1 
1 432 0.31425 0.236929 0.220986 0.227835 1 
1 433 0.3118 0.237654 0.221727 0.228819 1 
1 434 0.309529 0.238437 0.22232 0.229714 1 
1 435 0.307467 0.239262 0.222755 0.230516 1 
1 436 0.305639 0.240117 0.223026 0.231218 1 
1 437 0.304065 0.240984 0.223131 0.23182 1 
1 438 0.302763 0.241847 0.22307 0.23232 1 
1 439 0.301744 0.242691 0.222845 0.232719 1 
1 440 0.301016 0.243499 0.222463 0.233022 1 
1 441 0.300581 0.244258 0.221931 0.233231 1 
1 442 0.300436 0.244952 0.221259 0.233353 1 
1 443 0.300576 0.245569 0.220461 0.233394 1 
1 444 0.30099 0.2461 0.219551 0.233359 1 
1 445 0.301665 0.246535 0.218544 0.233257 1 
1 446 0.302582 0.246868 0.217456 0.233094 1 
1 447 0.303724 0.247095 0.216305 0.232877 1 
1 448 0.305067 0.247214 0.215108 0.232611 1 
1 449 0.306591 0.247226 0.213881 0.232302 1 
1 450 0.30827 0.247133 0.212643 0.231955 1 
1 451 0.31008 0.246941 0.211406 0.231573 1 
1 452 0.311997 0.246657 0.210187 0.231159 1 
1 453 0.313999 0.24629 0.208997 0.230714 1 
1 454 0.316062 0.245851 0.207846 0.230241 1 
1 455 0.318165 0.245351 0.206746 0.229738 1 
1 456 0.320289 0.244804 0.205701 0.229206 1 
1 457 0.322417 0.244222 0.204717 0.228644 1 
1 458 0.324532 0.24362 0.203797 0.228051 1 
1 459 0.32662 0.24301 0.202943 0.227426 1 
1 460 0.328672 0.242406 0.202154 0.226769 1 
1 461 0.330676 0.241818 0.201427 0.226078 1 
1 462 0.332626 0.241258 0.200761 0.225354 1 
1 463 0.334516 0.240735 0.200152 0.224598 1 
1 464 0.33634 0.240255 0.199594 0.223811 1 
1 465 0.338095 0.239823 0.199085 0.222998 1 
1 466 0.339778 0.239443 0.198619 0.22216 1 
1 467 0.341386 0.239115 0.198194 0.221305 1 
1 468 0.342916 0.238839 0.197807 0.220437 1 
1 469 0.344366 0.238612 0.197457 0.219565 1 
1 470 0.34573 0.238429 0.197144 0.218697 1 
1 471 0.347004 0.238283 0.19687 0.217843 1 
1 472 0.348182 0.238168 0.196639 0.217012 1 
1 473 0.349255 0.238075 0.196454 0.216216 1 
1 474 0.350216 0.237995 0.196324 0.215465 1 
1 475 0.351054 0.237921 0.196255 0.21477 1 
1 476 0.351759 0.237842 0.196257 0.214142 1 
1 477 0.352318 0.237752 0.196338 0.213592 1 
1 478 0.35272 0.237643 0.196509 0.213128 1 
1 479 0.352955 0.23751 0.196777 0.212758 1 
1 480 0.353011 0.237347 0.197153 0.212489 1 
1 481 0.352879 0.237152 0.197643 0.212326 1 
1 482 0.352552 0.236925 0.198251 0.212272 1 
1 483 0.352026 0.236665 0.19898 0.212329 1 
1 484 0.351299 0.236375 0.199832 0.212495 1 
1 485 0.350371 0.236059 0.200802 0.212767 1 
1 486 0.34925 0.235724 0.201885 0.213141 1 
1 487 0.347942 0.235377 0.203071 0.21361 1 
1 488 0.346462 0.235027 0.204347 0.214165 1 
1 489 0.344825 0.234682 0.205697 0.214797 1 
1 490 0.343051 0.234352 0.207102 0.215495 1 
1 491 0.341162 0.23405 0.208542 0.216247 1 
1 492 0.339183 0.233783 0.209992 0.217042 1 
1 493 0.337142 0.233564 0.211429 0.217866 1 
1 494 0.335066 0.2334 0.212827 0.218707 1 
1 495 0.332983 0.233299 0.214162 0.219555 1 
1 496 0.330923 0.23327 0.215409 0.220399 1 
1 497 0.328911 0.233315 0.216546 0.221228 1 
1 498 0.326973 0.23344 0.217552 0.222035 1 
1 499 0.325133 0.233644 0.218411 0.222813 1 
1 500 0.323409 0.233927 0.219109 0.223555 1 
1 501 0.32182 0.234287 0.219636 0.224258 1 
1 502 0.320378 0.234717 0.219985 0.224919 1 
1 503 0.319093 0.235213 0.220157 0.225537 1 
1 504 0.317971 0.235764 0.220154 0.226111 1 
1 505 0.317015 0.236361 0.219982 0.226642 1 
1 506 0.316222 0.236993 0.219654 0.227131 1 
1 507 0.31559 0.237648 0.219183 0.227579 1 
1 508 0.315112 0.238312 0.218586 0.22799 1 
1 509 0.314778 0.238974 0.217884 0.228365 1 
1 510 0.314578 0.239619 0.217097 0.228705 1 
1 511 0.314502 0.240237 0.216248 0.229013 1 
1 512 0.314537 0.240816 0.215358 0.229289 1 
1 513 0.31467 0.241346 0.21445 0.229533 1 
